date,acute,icu,total_hospit,total_hospit_avg,new_tests,new_tests_avg,total_tests,positives,pos,pos_avg,cases,new_cases,avg_new_cases,deaths,new_deaths,avg_new_deaths
2021-05-02,698,259,957,1061.5714285714287,25980,29029.428571428572,9749597,806,0.031,0.0362,448989,649,818.8571428571429,8585,10,15.714285714285714
2021-05-03,682,261,943,1037,14344,28629.571428571428,9763941,637,0.0444,0.0368,449509,520,813.5714285714286,8605,20,17.428571428571427
2021-05-04,698,246,944,1010.2857142857143,10594,27672.85714285714,9774535,622,0.0587,0.0381,450010,501,788.4285714285714,8612,7,15.857142857142858
2021-05-05,688,246,934,987.2857142857143,24917,27170.14285714286,9799452,839,0.0337,0.037000000000000005,450689,679,742.2857142857143,8622,10,14.428571428571429
2021-05-06,663,238,901,961.7142857142857,28063,25630,9827515,779,0.0278,0.0366,451267,578,686.8571428571429,8631,9,14.428571428571429
2021-05-07,640,219,859,935.5714285714286,41427,26417.428571428572,9868942,972,0.0235,0.0353,452035,768,662,8642,11,12.428571428571429
2021-05-08,652,217,869,915.2857142857143,37876,26171.571428571428,9906818,814,0.0215,0.0344,452691,656,621.5714285714286,8652,10,11
2021-05-09,606,216,822,896,25143,26052,9931961,564,0.022400000000000003,0.0331,453125,434,590.8571428571429,8660,8,10.714285714285714
2021-05-10,585,213,798,875.2857142857143,12544,25794.85714285714,9944505,337,0.0269,0.030600000000000002,453401,276,556,8670,10,9.285714285714286
2021-05-11,579,220,799,854.5714285714286,11028,25856.85714285714,9955533,503,0.045599999999999995,0.0288,453800,399,541.4285714285714,8678,8,9.428571428571429
2021-05-12,547,223,770,831.1428571428571,25317,25914,9980850,610,0.0241,0.0274,454271,471,511.7142857142857,8687,9,9.285714285714286
2021-05-13,530,200,730,806.7142857142857,28758,26013.285714285714,10009608,637,0.0222,0.026600000000000002,454745,474,496.85714285714283,8704,17,10.428571428571429
2021-05-14,483,191,674,780.2857142857143,34999,25095,10044607,669,0.0191,0.026000000000000002,455257,512,460.2857142857143,8716,12,10.571428571428571
2021-05-15,476,177,653,749.4285714285714,28065,23693.428571428572,10072672,616,0.0219,0.026000000000000002,455635,378,420.57142857142856,8733,17,11.571428571428571
2021-05-16,451,161,612,719.4285714285714,29770,24354.428571428572,10102442,491,0.0165,0.0252,456004,369,411.2857142857143,8737,4,11
2021-05-17,454,159,613,693,11388,24189.285714285714,10113830,284,0.024900000000000002,0.024900000000000002,456216,212,402.14285714285717,8740,3,10
2021-05-18,431,165,596,664,9812,24015.571428571428,10123642,270,0.0275,0.0223,456428,212,375.42857142857144,8754,14,10.857142857142858
2021-05-19,430,155,585,637.5714285714286,19931,23246.14285714286,10143573,424,0.0213,0.0219,456765,337,356.2857142857143,8766,12,11.285714285714286
2021-05-20,412,143,555,612.5714285714286,29927,23413.14285714286,10173500,392,0.0131,0.0206,457084,319,334.14285714285717,8768,2,9.142857142857142
2021-05-21,379,142,521,590.7142857142857,29169,22580.285714285714,10202669,569,0.0195,0.0207,457527,443,324.2857142857143,8782,14,9.428571428571429
2021-05-22,356,134,490,567.4285714285714,37061,23865.428571428572,10239730,741,0.02,0.0204,458048,521,344.7142857142857,8799,17,9.428571428571429
2021-05-23,328,126,454,544.8571428571429,20316,22514.85714285714,10260046,318,0.015700000000000002,0.0203,458292,244,326.85714285714283,8816,17,11.285714285714286
2021-05-24,330,118,448,521.2857142857143,13337,22793.285714285714,10273383,344,0.0258,0.0204,458520,228,329.14285714285717,8831,15,13
2021-05-25,324,118,442,499.2857142857143,9040,22683,10282423,212,0.0235,0.019799999999999998,458680,160,321.7142857142857,8838,7,12
2021-05-26,314,115,429,477,18140,22427.14285714286,10300563,238,0.0131,0.0187,458878,198,301.85714285714283,8846,8,11.428571428571429
2021-05-27,298,101,399,454.7142857142857,23747,21544.285714285714,10324310,265,0.011200000000000002,0.0184,459095,217,287.2857142857143,9368,522,85.71428571428571
2021-05-28,297,100,397,437,25469,21015.714285714286,10349779,298,0.011699999999999999,0.0173,459343,248,259.42857142857144,9380,12,85.42857142857143
2021-05-29,281,94,375,420.57142857142856,21195,18749.14285714286,10370974,249,0.011699999999999999,0.0161,459528,185,211.42857142857142,9387,7,84
2021-05-30,253,93,346,405.14285714285717,25850,19539.714285714286,10396824,335,0.013000000000000001,0.015700000000000002,459777,249,212.14285714285714,9395,8,82.71428571428571
2021-05-31,246,87,333,388.7142857142857,7693,18733.428571428572,10404517,146,0.019,0.0147,459894,117,196.28571428571428,9402,7,81.57142857142857
2021-06-01,253,83,336,373.57142857142856,7304,18485.428571428572,10411821,146,0.02,0.014199999999999999,459995,101,187.85714285714286,9405,3,81
2021-06-02,259,86,345,361.57142857142856,6440,16814,10418261,93,0.0144,0.0144,460060,65,168.85714285714286,9411,6,80.71428571428571
2021-06-03,258,89,347,354.14285714285717,21576,16503.85714285714,10439837,160,0.0074,0.0139,460194,134,157,9414,3,6.571428571428571
2021-06-04,240,78,318,342.85714285714283,22973,16147.285714285714,10462810,231,0.0101,0.0137,460339,145,142.28571428571428,9418,4,5.428571428571429
2021-06-05,225,77,302,332.42857142857144,24715,16650.14285714286,10487525,182,0.0074,0.013000000000000001,460471,132,134.71428571428572,9426,8,5.571428571428571
2021-06-06,209,74,283,323.42857142857144,20172,15839,10507697,145,0.0072,0.012199999999999999,460575,104,114,9431,5,5.142857142857143
2021-06-07,209,67,276,315.2857142857143,9281,16065.857142857143,10516978,110,0.011899999999999999,0.011200000000000002,460659,84,109.28571428571429,9435,4,4.714285714285714
2021-06-08,200,75,275,306.57142857142856,9940,16442.428571428572,10526918,120,0.0121,0.0101,460737,78,106,9438,3,4.714285714285714
2021-06-09,177,66,243,292,16467,17874.85714285714,10543385,173,0.0105,0.0095,460863,126,114.71428571428571,9442,4,4.428571428571429
2021-06-10,164,63,227,274.85714285714283,18263,17401.571428571428,10561648,134,0.0073,0.0095,460984,121,112.85714285714286,9450,8,5.142857142857143
2021-06-11,152,60,212,259.7142857142857,18988,16832.285714285714,10580636,137,0.0072,0.0091,461097,113,108.28571428571429,9459,9,5.857142857142857
2021-06-12,138,54,192,244,19607,16102.57142857143,10600243,128,0.006500000000000001,0.009000000000000001,461183,86,101.71428571428571,9464,5,5.428571428571429
2021-06-13,131,52,183,229.71428571428572,16538,15583.42857142857,10616781,111,0.0067,0.0089,461265,82,98.57142857142857,9466,2,5
2021-06-14,133,54,187,217,8381,15454.857142857143,10625162,82,0.0098,0.0086,461325,60,95.14285714285714,9468,2,4.714285714285714
2021-06-15,140,54,194,205.42857142857142,8921,15309.285714285714,10634083,85,0.0095,0.008199999999999999,461392,67,93.57142857142857,9472,4,4.857142857142857
2021-06-16,122,45,167,194.57142857142858,13367,14866.42857142857,10647450,99,0.0074,0.0078000000000000005,461470,78,86.71428571428571,9478,6,5.142857142857143
2021-06-17,112,45,157,184.57142857142858,18695,14928.142857142857,10666145,107,0.005699999999999999,0.0076,461549,79,80.71428571428571,9481,3,4.428571428571429
2021-06-18,121,41,162,177.42857142857142,19015,14932,10685160,128,0.0067,0.0075,461635,86,76.85714285714286,9486,5,3.857142857142857
2021-06-19,110,43,153,171.85714285714286,15900,14402.42857142857,10701060,82,0.0052,0.0073,461697,62,73.42857142857143,9490,4,3.7142857142857144
2021-06-20,107,43,150,167.14285714285714,11440,13674.142857142857,10712500,71,0.0062,0.0072,461739,42,67.71428571428571,9490,0,3.4285714285714284
2021-06-21,111,43,154,162.42857142857142,9830,13881.142857142857,10722330,57,0.0058,0.0067,461779,40,64.85714285714286,9490,0,3.142857142857143
2021-06-22,108,38,146,155.57142857142858,8832,13868.42857142857,10731162,74,0.0084,0.006500000000000001,461828,49,62.285714285714285,9498,8,3.7142857142857144
2021-06-23,88,37,125,149.57142857142858,15078,14112.857142857143,10746240,76,0.005,0.0060999999999999995,461887,59,59.57142857142857,9505,7,3.857142857142857
2021-06-24,78,41,119,144.14285714285714,17248,13906.142857142857,10763488,89,0.0052,0.0060999999999999995,461953,66,57.714285714285715,9512,7,4.428571428571429
2021-06-25,76,39,115,137.42857142857142,17735,13723.285714285714,10781223,79,0.0045000000000000005,0.005699999999999999,462017,64,54.57142857142857,9513,1,3.857142857142857
2021-06-26,81,35,116,132.14285714285714,13735,13414,10794958,79,0.0058,0.0058,462078,61,54.42857142857143,9517,4,3.857142857142857
2021-06-27,82,30,112,126.71428571428571,16098,14079.42857142857,10811056,87,0.0054,0.005699999999999999,462144,66,57.857142857142854,9520,3,4.285714285714286
2021-06-28,84,31,115,121.14285714285714,8965,13955.857142857143,10820021,53,0.0059,0.005699999999999999,462181,37,57.42857142857143,9522,2,4.571428571428571
2021-06-29,85,30,115,116.71428571428571,7841,13814.285714285714,10827862,48,0.0060999999999999995,0.0054,462217,36,55.57142857142857,9523,1,3.5714285714285716
2021-06-30,78,29,107,114.14285714285714,12412,13433.42857142857,10840274,78,0.0063,0.005600000000000001,462279,62,56,9524,1,2.7142857142857144
2021-07-01,72,32,104,112,18304,13584.285714285714,10858578,84,0.0046,0.0055000000000000005,462354,75,57.285714285714285,9527,3,2.142857142857143
2021-07-02,66,31,97,109.42857142857143,15686,13291.57142857143,10874264,88,0.005600000000000001,0.005699999999999999,462439,85,60.285714285714285,9529,2,2.2857142857142856
2021-07-03,68,32,100,107.14285714285714,15078,13483.42857142857,10889342,108,0.0072,0.0059,462535,96,65.28571428571429,9532,3,2.142857142857143
2021-07-04,71,33,104,106,12787,13010.42857142857,10902129,81,0.0063,0.006,462596,61,64.57142857142857,9532,0,1.7142857142857142
2021-07-05,84,34,118,106.42857142857143,6260,12624,10908389,52,0.0083,0.0063,462634,38,64.71428571428571,9534,2,1.7142857142857142
2021-07-06,83,36,119,107,6806,12476.142857142857,10915195,55,0.008100000000000001,0.0066,462681,47,66.28571428571429,9537,3,2
2021-07-07,93,40,133,110.71428571428571,6903,11689.142857142857,10922098,74,0.010700000000000001,0.0073,462736,55,65.28571428571429,9538,1,2
2021-07-08,76,35,111,111.71428571428571,16201,11388.714285714286,10938299,118,0.0073,0.0076,462835,99,68.71428571428571,9541,3,2
2021-07-09,79,34,113,114,18719,11822,10957018,174,0.009300000000000001,0.008199999999999999,462980,145,77.28571428571429,9544,3,2.142857142857143
2021-07-10,78,37,115,116.14285714285714,13901,11653.857142857143,10970919,159,0.011399999999999999,0.0088,463107,127,81.71428571428571,9545,1,1.8571428571428572
2021-07-11,78,42,120,118.42857142857143,14696,11926.57142857143,10985615,105,0.0070999999999999995,0.0089,463186,79,84.28571428571429,9545,0,1.8571428571428572
2021-07-12,79,43,122,119,9290,12359.42857142857,10994905,96,0.0103,0.0092,463265,79,90.14285714285714,9544,-1,1.4285714285714286
2021-07-13,89,45,134,121.14285714285714,8161,12553,11003066,139,0.017,0.0105,463383,118,100.28571428571429,9548,4,1.5714285714285714
2021-07-14,91,46,137,121.71428571428571,13602,13510,11016668,141,0.0104,0.0104,463487,104,107.28571428571429,9552,4,2
2021-07-15,88,44,132,124.71428571428571,15397,13395.142857142857,11032065,215,0.013999999999999999,0.011399999999999999,463665,178,118.57142857142857,9556,4,2.142857142857143
2021-07-16,75,45,120,125.71428571428571,16178,13032.142857142857,11048243,197,0.012199999999999999,0.0118,463848,183,124,9561,5,2.4285714285714284
2021-07-17,94,40,134,128.42857142857142,15800,13303.42857142857,11064043,218,0.0138,0.0121,464031,183,132,9563,2,2.5714285714285716
2021-07-18,95,36,131,130,13057,13069.285714285714,11077100,202,0.0155,0.013300000000000001,464197,166,144.42857142857142,9564,1,2.7142857142857144
2021-07-19,97,41,138,132.28571428571428,8328,12931.857142857143,11085428,171,0.020499999999999997,0.0148,464336,139,153,9566,2,3.142857142857143
2021-07-20,97,42,139,133,9385,13106.714285714286,11094813,191,0.0204,0.0152,464491,155,158.28571428571428,9569,3,3
2021-07-21,102,44,146,134.28571428571428,14868,13287.57142857143,11109681,282,0.019,0.0165,464735,244,178.28571428571428,9573,4,3
2021-07-22,109,43,152,137.14285714285714,18303,13702.714285714286,11127984,361,0.0197,0.0173,465038,303,196.14285714285714,9580,7,3.4285714285714284
2021-07-23,117,46,163,143.28571428571428,18716,14065.285714285714,11146700,334,0.0178,0.0181,465326,288,211.14285714285714,9582,2,3
2021-07-24,114,45,159,146.85714285714286,16803,14208.57142857143,11163503,368,0.0219,0.019299999999999998,465643,317,230.28571428571428,9587,5,3.4285714285714284
2021-07-25,135,38,173,152.85714285714286,14788,14455.857142857143,11178291,358,0.0242,0.020499999999999997,465949,306,250.28571428571428,9588,1,3.4285714285714284
2021-07-26,131,37,168,157.14285714285714,11953,14973.714285714286,11190244,315,0.0264,0.0213,466205,256,267,9589,1,3.2857142857142856
2021-07-27,140,49,189,164.28571428571428,11027,15208.285714285714,11201271,358,0.0325,0.0231,466514,309,289,9591,2,3.142857142857143
2021-07-28,152,56,208,173.14285714285714,16848,15491.142857142857,11218119,484,0.0287,0.0245,466930,416,313.57142857142856,9594,3,3
2021-07-29,160,55,215,182.14285714285714,20664,15828.42857142857,11238783,593,0.0287,0.025699999999999997,467435,505,342.42857142857144,9599,5,2.7142857142857144
2021-07-30,164,58,222,190.57142857142858,21019,16157.42857142857,11259802,602,0.0286,0.0273,467961,526,376.42857142857144,9600,1,2.5714285714285716
2021-07-31,165,66,231,200.85714285714286,21024,16760.428571428572,11280826,658,0.0313,0.0286,468548,587,415,9606,6,2.7142857142857144
2021-08-01,184,72,256,212.71428571428572,18241,17253.714285714286,11299067,648,0.0355,0.0302,469095,547,449.42857142857144,9609,3,3
2021-08-02,202,79,281,228.85714285714286,13120,17420.428571428572,11312187,531,0.0405,0.0323,469542,447,476.7142857142857,9609,0,2.857142857142857
2021-08-03,226,83,309,246,9732,17235.428571428572,11321919,422,0.0434,0.0338,469910,368,485.14285714285717,9615,6,3.4285714285714284
2021-08-04,243,82,325,262.7142857142857,21519,17902.714285714286,11343438,815,0.0379,0.0351,470605,695,525,9620,5,3.7142857142857144
2021-08-05,250,87,337,280.14285714285717,22268,18131.85714285714,11365706,833,0.0374,0.0364,471334,729,557,9622,2,3.2857142857142856
2021-08-06,261,84,345,297.7142857142857,25733,18805.285714285714,11391439,1002,0.038900000000000004,0.0378,472224,890,609,9626,4,3.7142857142857144
2021-08-07,270,95,365,316.85714285714283,25705,19474,11417144,1038,0.0404,0.0391,473116,892,652.5714285714286,9630,4,3.4285714285714284
2021-08-08,280,94,374,333.7142857142857,23416,20213.285714285714,11440560,978,0.0418,0.04,473969,853,696.2857142857143,9637,7,4
2021-08-09,307,98,405,351.42857142857144,13524,20271,11454084,694,0.0513,0.0416,474555,586,716.1428571428571,9641,4,4.571428571428571
2021-08-10,324,100,424,367.85714285714283,16291,21208,11470375,763,0.046799999999999994,0.0421,475184,629,753.4285714285714,9648,7,4.714285714285714
2021-08-11,350,106,456,386.57142857142856,21851,21255.428571428572,11492226,1020,0.0467,0.0433,476070,886,780.7142857142857,9649,1,4.142857142857143
2021-08-12,368,122,490,408.42857142857144,29536,22293.714285714286,11521762,1214,0.041100000000000005,0.043899999999999995,477117,1047,826.1428571428571,9652,3,4.285714285714286
2021-08-13,369,123,492,429.42857142857144,25949,22324.571428571428,11547711,1138,0.043899999999999995,0.0446,478067,950,834.7142857142857,9657,5,4.428571428571429
2021-08-14,387,135,522,451.85714285714283,27200,22538.14285714286,11574911,1243,0.045700000000000005,0.0453,479083,1016,852.4285714285714,9666,9,5.142857142857143
2021-08-15,413,133,546,476.42857142857144,24708,22722.714285714286,11599619,1042,0.042199999999999994,0.0454,479952,869,854.7142857142857,9670,4,4.714285714285714
2021-08-16,447,129,576,500.85714285714283,15347,22983.14285714286,11614966,901,0.0587,0.0464,480718,766,880.4285714285714,9675,5,4.857142857142857
2021-08-17,461,150,611,527.5714285714286,17427,23145.428571428572,11632393,1034,0.0593,0.0482,481569,851,912.1428571428571,9678,3,4.285714285714286
2021-08-18,488,142,630,552.4285714285714,22155,23188.85714285714,11654548,1183,0.053399999999999996,0.0492,482581,1012,930.1428571428571,9687,9,5.428571428571429
2021-08-19,488,155,643,574.2857142857143,24966,22536,11679514,1231,0.0493,0.0504,483641,1060,932,9695,8,6.142857142857143
2021-08-20,497,159,656,597.7142857142857,30731,23219.14285714286,11710245,1415,0.046,0.0507,484847,1206,968.5714285714286,9701,6,6.285714285714286
2021-08-21,496,159,655,616.7142857142857,28171,23357.85714285714,11738416,1321,0.046900000000000004,0.0508,485978,1131,985,9716,15,7.142857142857143
2021-08-22,481,166,647,631.1428571428571,26609,23629.428571428572,11765025,1169,0.043899999999999995,0.051100000000000007,486968,990,1002.2857142857143,9721,5,7.285714285714286
2021-08-23,538,160,698,648.5714285714286,21762,24545.85714285714,11786787,1112,0.051100000000000007,0.05,487893,925,1025,9726,5,7.285714285714286
2021-08-24,556,163,719,664,18608,24714.571428571428,11805395,1007,0.0541,0.0493,488740,847,1024.4285714285713,9734,8,8
2021-08-25,532,177,709,675.2857142857143,26971,25402.571428571428,11832366,1527,0.056600000000000004,0.049699999999999994,489930,1190,1049.857142857143,9745,11,8.285714285714286
2021-08-26,537,183,720,686.2857142857143,30733,26226.428571428572,11863099,1438,0.046799999999999994,0.049400000000000006,491174,1244,1076.142857142857,9741,-4,6.571428571428571
2021-08-27,535,176,711,694.1428571428571,33760,26659.14285714286,11896859,1599,0.047400000000000005,0.0495,492547,1373,1100,9748,7,6.714285714285714
2021-08-28,510,180,690,699.1428571428571,38532,28139.285714285714,11935391,1600,0.0415,0.048799999999999996,493915,1368,1133.857142857143,9760,12,6.285714285714286
2021-08-29,505,174,679,703.7142857142857,26844,28172.85714285714,11962235,1247,0.04650000000000001,0.049100000000000005,494982,1067,1144.857142857143,9772,12,7.285714285714286
2021-08-30,536,169,705,704.7142857142857,24592,28577.14285714286,11986827,1158,0.0471,0.048600000000000004,495924,942,1147.2857142857142,9781,9,7.857142857142857
2021-08-31,571,173,744,708.2857142857143,18939,28624.428571428572,12005766,1288,0.068,0.050499999999999996,497002,1078,1180.2857142857142,9791,10,8.142857142857142
2021-09-01,595,179,774,717.5714285714286,30232,29090.285714285714,12035998,1568,0.0519,0.0499,498376,1374,1206.5714285714287,9802,11,8.142857142857142
2021-09-02,607,171,778,725.8571428571429,34792,29670.14285714286,12070790,1502,0.0432,0.049400000000000006,499648,1272,1210.5714285714287,9817,15,10.857142857142858
2021-09-03,631,181,812,740.2857142857143,36898,30118.428571428572,12107688,1625,0.044000000000000004,0.0489,501035,1387,1212.5714285714287,9827,10,11.285714285714286
2021-09-04,630,190,820,758.8571428571429,32560,29265.285714285714,12140248,1418,0.0436,0.0492,502229,1194,1187.7142857142858,9837,10,11
2021-09-05,623,186,809,777.4285714285714,25150,29023.285714285714,12165398,967,0.0384,0.048,503034,805,1150.2857142857142,9849,12,11
2021-09-06,609,171,780,788.1428571428571,27264,29405,12192662,1231,0.0452,0.04769999999999999,504061,1027,1162.4285714285713,9863,14,11.714285714285714
2021-09-07,627,190,817,798.5714285714286,16310,29029.428571428572,12208972,967,0.0593,0.04650000000000001,504856,795,1122,9870,7,11.285714285714286
2021-09-08,621,210,831,806.7142857142857,16308,27040.285714285714,12225280,884,0.0542,0.046799999999999994,505557,701,1025.857142857143,9891,21,12.714285714285714
2021-09-09,611,220,831,814.2857142857143,24992,25640.285714285714,12250272,1086,0.0435,0.046900000000000004,506464,907,973.7142857142857,9900,9,11.857142857142858
2021-09-10,622,223,845,819,43211,26542.14285714286,12293483,1846,0.042699999999999995,0.0467,508017,1553,997.4285714285714,9916,16,12.714285714285714
2021-09-11,616,220,836,821.2857142857143,37333,27224,12330816,1828,0.049,0.0475,509393,1376,1023.4285714285714,9935,19,14
2021-09-12,591,221,812,821.7142857142857,33882,28471.428571428572,12364698,1335,0.0394,0.047599999999999996,510543,1150,1072.7142857142858,9951,16,14.571428571428571
2021-09-13,596,218,814,826.5714285714286,29509,28792.14285714286,12394207,1274,0.0432,0.0473,511646,1103,1083.5714285714287,9965,14,14.571428571428571
2021-09-14,632,211,843,830.2857142857143,27130,30337.85714285714,12421337,1339,0.049400000000000006,0.045899999999999996,512740,1094,1126.2857142857142,9980,15,15.714285714285714
2021-09-15,615,221,836,831,31682,32534.14285714286,12453019,1602,0.0506,0.0454,513929,1189,1196,9990,10,14.142857142857142
2021-09-16,592,214,806,827.4285714285714,41065,34830.28571428572,12494084,1558,0.0379,0.0446,515259,1330,1256.4285714285713,10011,21,15.857142857142858
2021-09-17,589,210,799,820.8571428571429,41430,34575.857142857145,12535514,1697,0.040999999999999995,0.0443,516784,1525,1252.4285714285713,10024,13,15.428571428571429
2021-09-18,578,221,799,815.5714285714286,46181,35839.857142857145,12581695,1532,0.0332,0.0421,518061,1277,1238.2857142857142,10035,11,14.285714285714286
2021-09-19,608,210,818,816.4285714285714,30089,35298,12611784,1424,0.0473,0.0432,519097,1036,1222,10035,0,12
2021-09-20,625,211,836,819.5714285714286,32081,35665.42857142857,12643865,1406,0.0438,0.0433,520236,1139,1227.142857142857,10035,0,10
2021-09-21,629,207,836,818.5714285714286,21662,34884.28571428572,12665527,1203,0.0555,0.044199999999999996,521210,974,1210,10081,46,14.428571428571429
2021-09-22,630,205,835,818.4285714285714,28744,34464.57142857143,12694271,1308,0.0455,0.0435,522355,1145,1203.7142857142858,10104,23,16.285714285714285
2021-09-23,618,187,805,818.2857142857143,41167,34479.142857142855,12735438,1661,0.0403,0.0438,523760,1405,1214.4285714285713,10120,16,15.571428571428571
2021-09-24,595,190,785,816.2857142857143,48940,35552,12784378,1659,0.0339,0.042800000000000005,525123,1363,1191.2857142857142,10135,15,15.857142857142858
2021-09-25,571,190,761,810.8571428571429,42588,35038.71428571428,12826966,1766,0.0415,0.044000000000000004,526690,1567,1232.7142857142858,10140,5,15
2021-09-26,579,188,767,803.5714285714286,38371,36221.857142857145,12865337,1327,0.0346,0.042199999999999994,527804,1114,1243.857142857143,10155,15,17.142857142857142
2021-09-27,612,195,807,799.4285714285714,26878,35478.57142857143,12892215,1140,0.0424,0.042,528764,960,1218.2857142857142,10166,11,18.714285714285715
2021-09-28,590,204,794,793.4285714285714,21798,35498,12914013,1112,0.051,0.041299999999999996,529736,972,1218,10183,17,14.571428571428571
2021-09-29,584,201,785,786.2857142857143,33269,36144.42857142857,12947282,1314,0.0395,0.0405,530861,1125,1215.142857142857,10196,13,13.142857142857142
2021-09-30,595,213,808,786.7142857142857,45834,36811.142857142855,12993116,1823,0.0398,0.0404,532340,1479,1225.7142857142858,10212,16,13.142857142857142
2021-10-01,575,214,789,787.2857142857143,50724,37066,13043840,1904,0.0375,0.0409,533870,1530,1249.5714285714287,10229,17,13.428571428571429
2021-10-02,558,208,766,788,38707,36511.57142857143,13082547,1579,0.0408,0.0408,535157,1287,1209.5714285714287,10243,14,14.714285714285714
2021-10-03,574,198,772,788.7142857142857,36620,36261.42857142857,13119167,1320,0.036000000000000004,0.040999999999999995,536249,1092,1206.4285714285713,10247,4,13.142857142857142
2021-10-04,572,201,773,783.8571428571429,32817,37109.857142857145,13151984,1346,0.040999999999999995,0.0408,537327,1078,1223.2857142857142,10260,13,13.428571428571429
2021-10-05,581,203,784,782.4285714285714,24240,37458.71428571428,13176224,938,0.0387,0.0391,537976,649,1177.142857142857,10282,22,14.142857142857142
2021-10-06,581,211,792,783.4285714285714,36036,37854,13212260,1444,0.0401,0.0391,539053,1077,1170.2857142857142,10303,21,15.285714285714286
2021-10-07,579,213,792,781.1428571428571,46711,37979.28571428572,13258971,1774,0.038,0.038900000000000004,540451,1398,1158.7142857142858,10320,17,15.428571428571429
2021-10-08,597,194,791,781.4285714285714,49781,37844.57142857143,13308752,1497,0.0301,0.0378,541627,1176,1108.142857142857,10333,13,14.857142857142858
2021-10-09,592,191,783,783.8571428571429,48267,39210.28571428572,13357019,1679,0.0348,0.037000000000000005,542886,1259,1104.142857142857,10353,20,15.714285714285714
2021-10-10,555,198,753,781.1428571428571,38077,39418.42857142857,13395096,1895,0.049800000000000004,0.038900000000000004,544219,1333,1138.5714285714287,10365,12,16.857142857142858
2021-10-11,556,189,745,777.1428571428571,31972,39297.71428571428,13427068,947,0.0296,0.0373,545028,809,1100.142857142857,10370,5,15.714285714285714
2021-10-12,569,196,765,774.4285714285714,20551,38770.71428571428,13447619,1019,0.0496,0.0388,545439,411,1066.142857142857,10397,27,16.428571428571427
2021-10-13,569,193,762,770.1428571428571,27388,37535.28571428572,13475007,1036,0.0378,0.0385,546552,1113,1071.2857142857142,10413,16,15.714285714285714
2021-10-14,555,197,752,764.4285714285714,41192,36746.857142857145,13516199,1412,0.034300000000000004,0.038,547675,1123,1032,10432,19,16
2021-10-15,553,176,729,755.5714285714286,45299,36106.57142857143,13561498,1339,0.0296,0.0379,548743,1068,1016.5714285714286,10450,18,16.714285714285715
2021-10-16,514,177,691,742.4285714285714,44542,35574.42857142857,13606040,1236,0.0277,0.0369,549679,936,970.4285714285714,10471,21,16.857142857142858
2021-10-17,500,181,681,732.1428571428571,34625,35081.28571428572,13640665,1120,0.0323,0.0344,550550,871,904.4285714285714,10476,5,15.857142857142858
2021-10-18,501,184,685,723.5714285714286,28856,34636.142857142855,13669521,967,0.0335,0.035,551264,714,890.8571428571429,10490,14,17.142857142857142
2021-10-19,522,181,703,714.7142857142857,18384,34326.57142857143,13687905,834,0.0454,0.0344,551807,543,909.7142857142857,10504,14,15.285714285714286
2021-10-20,500,182,682,703.2857142857143,29212,34587.142857142855,13717117,939,0.0321,0.0336,552524,717,853.1428571428571,10526,22,16.142857142857142
2021-10-21,498,170,668,691.2857142857143,43736,34950.57142857143,13760853,1298,0.0297,0.0329,553593,1069,845.4285714285714,10540,14,15.428571428571429
2021-10-22,492,158,650,680,44081,34776.57142857143,13804934,1068,0.0242,0.0321,554456,863,816.1428571428571,10554,14,14.857142857142858
2021-10-23,485,156,641,672.8571428571429,45624,34931.142857142855,13850558,1216,0.026699999999999998,0.032,555366,910,812.4285714285714,10565,11,13.428571428571429
2021-10-24,452,157,609,662.5714285714286,37912,35400.71428571428,13888470,969,0.0256,0.031,556083,717,790.4285714285714,10575,10,14.142857142857142
2021-10-25,453,156,609,651.7142857142857,19525,34067.71428571428,13907995,792,0.0406,0.032,556595,512,761.5714285714286,10580,5,12.857142857142858
2021-10-26,458,156,614,639,19325,34202.142857142855,13927320,747,0.0387,0.0311,557192,597,769.2857142857143,10596,16,13.142857142857142
2021-10-27,434,153,587,625.4285714285714,33847,34864.28571428572,13961167,946,0.0279,0.0305,557923,731,771.2857142857143,10609,13,11.857142857142858
2021-10-28,432,156,588,614,39614,34275.42857142857,14000781,1205,0.0304,0.030600000000000002,558852,929,751.2857142857143,10623,14,11.857142857142858
2021-10-29,424,166,590,605.4285714285714,44688,34362.142857142855,14045469,1069,0.0239,0.0305,559763,911,758.1428571428571,10634,11,11.428571428571429
2021-10-30,443,155,598,599.2857142857143,39327,33462.57142857143,14084796,1135,0.028900000000000002,0.0308,560634,871,752.5714285714286,10651,17,12.285714285714286
2021-10-31,437,149,586,596,28974,32185.714285714286,14113770,874,0.0302,0.0315,561270,636,741,10664,13,12.714285714285714
2021-11-01,415,148,563,589.4285714285714,20742,32359.571428571428,14134512,703,0.0339,0.030600000000000002,561718,448,731.8571428571429,10677,13,13.857142857142858
2021-11-02,423,145,568,582.8571428571429,21159,32621.571428571428,14155671,648,0.030600000000000002,0.0294,562200,482,715.4285714285714,10682,5,12.285714285714286
2021-11-03,404,149,553,578,27597,31728.714285714286,14183268,896,0.0325,0.0301,562896,696,710.4285714285714,10695,13,12.285714285714286
2021-11-04,390,141,531,569.8571428571429,40767,31893.428571428572,14224035,1030,0.0253,0.029300000000000003,563696,800,692,10708,13,12.142857142857142
2021-11-05,371,138,509,558.2857142857143,48169,32390.714285714286,14272204,1083,0.0225,0.0291,564564,868,685.8571428571429,10725,17,13
